start,end,word,count,trend_slope
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,oma,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,sneeuwpopje,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,winters,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,zin,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,drachtstervaart,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,kant,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,dech,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,schatje,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,ブログ更新,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,lagu,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,dushi's,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,weertje,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,laite,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,tosti,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,gister,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,aanrijding,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Positioning,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Tis,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,beek,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,vraag,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,vlw,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,sleeeenn,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,bedd,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,spekjes,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,gaan,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,make-up,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,girls_run,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@rienkvdv,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,stage,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,stad,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,:-p,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,contract,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@Meikeexxx,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,plek,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Vacaturemogelijkheid,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,イベント楽しみにしてます,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,heerluk,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,machiatto,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,vrijdagavond,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,actie,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,mam,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,goedemorgen,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,jaar,2,1.5051790199719194E-9
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,lucky,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,kaartje,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@aYoungstarr,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,rekeningen,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Foto's,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,problemen,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Nylon,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,cd,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,kepzininvanavond,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,schoenen,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,stop,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,hhooor,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,zometeen,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@rosaline162,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@westerjosse,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@nagaikaori0918,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,gang,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,maderijn,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,kaarten,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,laaa,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,moeder,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,feestje,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@Lloydisdope,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,each,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,ofzo,2,1.5051790199719194E-9
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,bevelvoerder,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Oud,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@hafeezRM,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@2phoneshop,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,auto,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@lakeslandlord,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,telefoonbis,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@inmabailaora,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@baregje,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,fifa,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,muchobliged,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,exht,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,chil,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,tuin,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,muziek,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Wakkeerr,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,link,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,meid,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,bete,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,fouten,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,huiswerk,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,n_n,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,schaatsen,3,2.257768529957879E-9
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,@Margotstoel,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,man,2,1.5051790199719194E-9
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,winter,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,omgeving,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,yang,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,slape,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,autooo,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,xxx,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,bavelsebergg,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,vertraging,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,kwart,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,hotmail,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,weer,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Manager,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,lenze,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,c1000,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,bed,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Zsnaphook,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,Goedemorgen,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,honger,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,zomer,1,7.525895099859597E-10
2012-02-02T01:00:00.000+01:00,2012-02-09T01:00:00.000+01:00,reacties,1,7.525895099859597E-10
